id,name,price,onSale,color,material,condition,occasion,brand,manufacturer,hasHeels,countryOfOrigin
AVpf4klbLJeJML43Fb2R,Women's VANELi Aroma Slip-On Black Amazzonia Print/Black Nappa by Vaneli,134.95,FALSE,,,,,Vaneli,,TRUE,United States
AVpf4kUwLJeJML43FbzH,Yu&yu Women's Shoes Platform Peep Toe/comfort Oxfords Office & Career/dress Black/white,106.54,FALSE,"White,Black",,,,,Qianyuyu,FALSE,
AVpf4nKy1cnluZ0-s_hq,"Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia, Red-us5 / Eu35 / Uk3 / Cn34 , Red-us5 / Eu35 / Uk3 / Cn34",88,FALSE,,,,,,SNEED,FALSE,
AVpf4ObOLJeJML43FWaj,Vionic By Orthaheel Nancy Double Strap Coral Sandals,79.75,FALSE,,Synthetic,,,Vionic,Vionic,FALSE,
AVpf4OL9ilAPnD_xj4fn,All Black Strappy Bootie Women  Pointed Toe Synthetic  Bootie,200,FALSE,,Synthetic,,,All Black,All Black,TRUE,
AVpf4oSTilAPnD_xj-62,"Bp. 1932 Womens Stacks Pink Canvas Casual Shoes Sneakers 6 Medium (b,m) Bhfo",14.99,FALSE,PinkPalm Tree,,New without box,,BP.,,TRUE,
AVpf4P0YLJeJML43FWvD,Nomad Two Puddles Women's Rubber Rain Boots Assorted Prints Floral,60,FALSE,,,,,Nomad,,TRUE,
AVpf4pPTLJeJML43FdCH,Propet Travelwalker Ii  -  Active - Women's - Turquoise Mesh,51.95,FALSE,"Turquoise Mesh,Blue",,,,Propet,,FALSE,
AVpf4q9lilAPnD_xj_mI,Skechers 13947 Blue Skechers Shoe Super Sock Go Walk 2 Women Slipon Comfort Soft Goga Mat 13947blu,114.99,FALSE,Blue,,,Casual,Skechers,,FALSE,
AVpf4qnzLJeJML43FdYi,Nike Kids Revolution 2 Gs Running Shoe,59.99,FALSE,,,,,Nike,,FALSE,
AVpf4rMfilAPnD_xj_p6,Vans Unisex Sk8-hi Slim Skate Shoe,59.99,FALSE,,canvas,,,VANS,,FALSE,
AVpf4s5dilAPnD_xkADq,'jigsaw' Flat,204.95,FALSE,,,,,French Sole,,FALSE,
AVpf4sErLJeJML43Fdtu,Easy Spirit Hartwell  N/s Open Toe Leather  Gladiator Sandal,62,FALSE,White,Leather,,fashion,Easy Spirit,Easy Spirit,TRUE,
AVpf4Sfq1cnluZ0-s6XO,Match Slip-on Trainers,65,FALSE,,,,,Puma,,FALSE,
AVpf4ulpLJeJML43FeWP,'owen' Pointy Toe Ghillie Flat (women),89.95,FALSE,,,,,Halogen,,FALSE,
AVpf4uveilAPnD_xkAha,Dbdk Fashion Rosemary-2 Women  Open Toe Synthetic  Wedge Sandal,60,FALSE,Brown,Synthetic,New,Everyday,DbDk Fashion,DbDk Fashion,TRUE,
AVpf-4vALJeJML43G9n9,"Lane Boots Tiffany Emb"" Women's Leather Cowboy Boot""",258.99,TRUE,Brown,,,,Lane Boots,,TRUE,
AVpf4wIAilAPnD_xkA3W,Saucony Jazz Low Pro  Women Us 8 Green Running Shoe Uk 6 Eu 39,48.85,FALSE,Light GreenPink,Canvas,,,Saucony,Saucony,FALSE,
AVpf4WpxLJeJML43FYZX,Marc Fisher Willian   Open Toe Synthetic  Wedge Sandal,79,FALSE,Beige,Synthetic,,,Marc Fisher,Marc Fisher,TRUE,
AVpf4xdqLJeJML43FfDd,Guess Patches 9 Women  Open Toe Canvas  Platform Heel,99,FALSE,Multicolor,Canvas,,,GUESS,Guess,FALSE,
AVpf4-XpLJeJML43FiXp,Tommy Hilfiger Dalyn Women  Round Toe Leather Brown Knee High Boot,189,FALSE,,Leather,,,Tommy Hilfiger,Tommy Hilfiger,TRUE,
AVpf4XWXilAPnD_xj6st,Cobb Hill By New Balance Leighton   Open Toe Synthetic  Wedge Sandal,160,FALSE,,Synthetic,,,Cobb Hill by New Balance,Cobb Hill by New Balance,TRUE,
AVpf4Y1lLJeJML43FY-L,Muk Luks Women's Maribelle Slipper,40,FALSE,Red,Acrylic,,,MUK LUKS,Reliable of Milwuakee,FALSE,
AVpf4Y8nLJeJML43FY_n,Born Women's Kendell Leather Boardwalk/castagno Knee-high Leather Boot - 8.5m,199.11,FALSE,BoardwalkCastagno,,,Fashion,Born,Born,FALSE,
AVpf4YiF1cnluZ0-s77K,Muck Boot Women Arctic Sport Ll Tall Boots,149.95,FALSE,"Black,Black Pink,Pink,Acai Purple",,,,Muck Boot,Co-operative Feed Dealers Inc.,FALSE,
AVpf4Z_hilAPnD_xj7Xx,Nike Women's Studio Wrap Cross-training Shoes,29.97,FALSE,,,,,NIKE,,FALSE,
AVpf4z1VilAPnD_xkBzG,"Women's Shoes 5 Platform Knee Boot With Chrome Ornaments - Black Soft Pu""",71.99,FALSE,,,,Halloween,The Highest Heel,The Highest Heel,FALSE,
AVpf4Z7SilAPnD_xj7W0,Schutz Women's Candida Boulder Ankle-high Pleather Sandal - 9.5m,100.77,FALSE,,,,Dress,Schutz,Schutz,FALSE,
AVpf52d_ilAPnD_xkSSt,Nine West Chasin Women  Round Toe Leather Black Loafer,89,FALSE,Black,Leather,,,Nine West,Nine West,FALSE,
AVpf52DALJeJML43FwBd,Brooks Womens Sz 8 Adrenaline Gts 16 Running Shoes 120203 1b 418,79.95,FALSE,Bluetint Pinkglow Peacoat,,,,Brooks,,FALSE,
AVpf52WH1cnluZ0-tTHA,Coach Jayme Women Us 10 Brown Sneakers Pre Owned 1905,39.99,FALSE,Brown,Canvas,,,Coach,,TRUE,
AVpf54wdLJeJML43Fwqt,Df By Dearfoams Women's Colorblocked Clog Slipper,11.88,FALSE,,,,,DF by Dearfoams,RG Barry Corporation,FALSE,
AVpf55nDLJeJML43Fw3z,Bearpaw Women's Lauren Boot,100,FALSE,Hickory,Suede,,Boots,Bearpaw,Bearpaw,TRUE,
AVpf57v2LJeJML43FxWm,Bloch Women 2.5'' Simona Ballroom Pumps,101.9,FALSE,"Black,Natural",,,,Bloch,Bloch,FALSE,
AVpf58irilAPnD_xkTut,Clarks Collection Womens Genette Curve Black Leather Heels Shoes 02429 Size 7 M,23.99,FALSE,Black,Genuine Smooth Leather,,,Clarks Collection,,TRUE,
AVpf58ycLJeJML43FxnT,Marc Fisher Rosan Leather Fashion Ankle Boots Size- 8m,19.99,FALSE,Light Natural Leather,Leather,Pre-owned,,Marc Fisher,,FALSE,
AVpf5a1NilAPnD_xkLbi,Nine West Qualify   Open Toe Leather  Sandals,89,FALSE,Multicolor,Leather,,,Nine West,Nine West,FALSE,
AVpf5bT4ilAPnD_xkLkU,Lauren Ralph Lauren Mara Women  Round Toe Suede Black Ankle Boot,145,FALSE,,Suede,,fashion,Lauren Ralph Lauren,Lauren Ralph Lauren,TRUE,
AVpf5D8B1cnluZ0-tGuo,G By Guess Womens Ganik Almond Toe Knee High Fashion Boots,39.79,FALSE,Medium Brown,,,Casual,G BY GUESS,G by Guess,FALSE,
AVpf5DTILJeJML43Fjjm,Yu&yu Women's Shoes Comfort Flat Heel Fashion Sneakers Shoes More Colors Available,98.13,FALSE,"Red,Black",,,,,Qianyuyu,FALSE,
AVpf5et6ilAPnD_xkMaQ,Women Pink Soft Canvas Stretchy Bands Flat Ballet Dancing Shoes Uk Size 3,16.99,FALSE,,"Faux Leather,Canvas",New,,Allegra K,,FALSE,
AVpf5EVw1cnluZ0-tG0V,Brinley Co. Womens Round Toe Patent Pumps,24.99,FALSE,"Mint,Coral,Burgundy",Faux Leather,,,Brinley Co.,Brinley Co.,TRUE,
AVpf5fBy1cnluZ0-tNVb,Women's Indian 3-Piece Ensemble With Decorative Yoke and Print (India),72.99,FALSE,"Grey,Red",,,,In-Sattva,,FALSE,
AVpf5gb9ilAPnD_xkM1P,Platform Ankle Strap Flatform Sandals by C Label,37.59,FALSE,"Black,Pink,Tan,White",,,,C Label,,TRUE,China
AVpf5GpKilAPnD_xkGh1,Tommy Hilfiger Adult Black Glitter Gold Logo Detail Flip Flops 7-10 Women,30,FALSE,,Synthetic,,,Tommy Hilfiger,HARMON SHOES,FALSE,
AVpf5HiLilAPnD_xkGwD,Salsette 3 Jazz Sneaker,32.99,FALSE,Black,,,,Sansha,,FALSE,
AVpf5hIW1cnluZ0-tN2V,Baretraps Women's Susanna 2 Riding Boot,40,FALSE,"Beige,Black,Brush Brown",,,Casual,Bare Traps,Bare Traps,TRUE,
AVpf5hOHLJeJML43Fq5E,Vybe Jenny Mae Women  Round Toe Synthetic Brown Mid Calf Boot,70,FALSE,Brown,Synthetic,,,Vybe,Vybe,TRUE,
AVpf5hOmilAPnD_xkNBx,Converse Women's Chuck Taylor All Star Pop Art Print Hi Basketball Shoe,48.87,FALSE,,Canvas,,Basketball Shoes,Converse,Converse,FALSE,
AVpf5IH1ilAPnD_xkG5S,Anne Klein Womens Creda (wide Calf) Leather Closed Toe Knee High Fashion Boots,65.39,FALSE,"Db,Dbr,Blk,Bk",,,Formal,Anne Klein,Anne Klein,TRUE,
AVpf5JNbilAPnD_xkHLS,Breckelles Womens Ankle Strap Pointy Toe Heels,19.99,FALSE,,,,,Breckelle's,,FALSE,
AVpf5KSPLJeJML43FlSX,Etnies Ladies Shoes - Sneaker Trainers Jameson Sc Ws - Navy - Pink,60.14,FALSE,",",,,,Oneal,,FALSE,
AVpf5kupilAPnD_xkN3M,"Fitflop Womens Flare Leather Thong Flip Flop, Black",100,FALSE,,Leather,,,Fitflop,FitFlop,TRUE,
AVpf5LmnLJeJML43FlmT,Toms Desert Wedge Women  Open Toe Canvas Nude Wedge Heel,89,FALSE,Beige,Canvas,,,TOMS,Toms,FALSE,
AVpf5lvGilAPnD_xkOGw,Tory Burch Caroline Women Shoes Sand/black Ballerina Flats Sz 6.5 M,154,FALSE,SandBlack,,,Casual,Tory Burch,,TRUE,
AVpf5nei1cnluZ0-tPay,Skechers Reggae-rootsy Vibe Women  Open Toe Canvas Black Slides Sandal,55,FALSE,,Canvas,,,SKECHERS,Skechers,TRUE,
AVpf5OnvLJeJML43FmWH,Women's OTBT Danbury Wedge Sandal Black Fabric/Leather by OTBT,105,TRUE,,,,,OTBT,,TRUE,United States
AVpf5P7WilAPnD_xkI0-,Michael Michael Kors Nadine Slip On   Round Toe Suede  Sneakers,145,FALSE,,Suede,,,MICHAEL Michael Kors,,FALSE,
AVpf5PAIilAPnD_xkInU,"Sneed- Women's Dance Shoes Latin Pu Low Heel (more Colors), Blue-us2.5 / Eu34 / Uk1.5 Little Kids , Blue-us2.5 / Eu34 / Uk1.5 Little Kids",62,FALSE,,,,,,SNEED,FALSE,
AVpf5P-D1cnluZ0-tJsg,Soda Women Object-s Flats-shoes,29.95,FALSE,"Black Linen,Red",Synthetic,,,Soda,Soda,FALSE,
AVpf5RZB1cnluZ0-tKBU,Yu&yu Women's Shoes Comfort Round Toe Flat Heel Loafers Shoes More Colors Available,182.26,FALSE,"Red,Black,Almond",,,,,Qianyuyu,FALSE,
AVpf5sngLJeJML43Ftqh,Journee Collection Women's 'Miley' Faux Suede Ankle Booties by Journee Collection,59.99,TRUE,"Black,Grey",,,,Journee Collection,,FALSE,China
AVpf5tFPLJeJML43FtyU,Reef Rover Hi Lx Women  Round Toe Canvas  Chukka Boot,85,FALSE,,Canvas,,,Reef,Reef,TRUE,
AVpf5TixLJeJML43FnjX,Studded Leather Sandal (women),355,FALSE,,,,,AGL,,FALSE,
AVpf5TmQilAPnD_xkJuF,Yu&yu Suede Woman's Flat Heel Ballerina Flats Shoes(more Colors),73.27,FALSE,"Blue,Red,Black",,,,,Qianyuyu,FALSE,
AVpf5uBOilAPnD_xkQMn,Mudd Redd - Black,45,FALSE,Black,,,,MUDD,,TRUE,
AVpf5uo41cnluZ0-tROd,Patent Leather Blianna Sandal,550,FALSE,Black,,,,Ralph Lauren,,FALSE,
AVpf5vAi1cnluZ0-tRTn,Trinomic R698 Knit Mesh V2 Fltrd Women’s Trainers,90,FALSE,,,,,Puma,,FALSE,
AVpf5VT91cnluZ0-tK-W,Muk Luks Women's Candace Boot,99,FALSE,Dark Brown,,,,MUK LUKS,Reliable of Milwuakee,FALSE,
AVpf5W2GilAPnD_xkKgQ,Yu&yu Women's Shoes Square Toe Flat Heel Patent Leather Flats Shoes More Colors Available,128.18,FALSE,"Black,Pink",,,,,Qianyuyu,FALSE,
AVpf5WBaLJeJML43FoIv,Bamboo Lynda-32 Women Us 6 Brown Gladiator Sandal Eu 36,25,FALSE,,Synthetic,,,Bamboo,,TRUE,
AVpf5WDKilAPnD_xkKTU,Dolce By Mojo Moxy Women's Fantasia Nude Jeweled Wedge Sandal,44.99,FALSE,Nude,,,Casual,Dolce by Mojo Moxy,,TRUE,
AVpf5WEG1cnluZ0-tLJ_,Diane Von Furstenberg Women's Rhoda Ankle Boot,398,FALSE,"Black Nappa,Light Natural",,,,Diane von Furstenberg,,FALSE,
AVpf5XW71cnluZ0-tLet,Aerosoles Chlose Together Women Us 10.5 Silver Thong Sandal Pre Owned 1665,21.99,FALSE,Silver,Synthetic,,,Aerosoles,,TRUE,
AVpf5Ym2LJeJML43FovT,Hoka One One Women's W Clifton 2 Running Shoe,130,FALSE,Orange,Mesh,,Running Shoes,HOKA ONE ONE,HOKA ONE ONE,FALSE,
AVpf5zililAPnD_xkRnW,Work Boot 6in St Toe Xwide 11,93.97,FALSE,Multicolor,Multi,Brand New,,Diamondback,Diamondback,FALSE,
AVpf61m31cnluZ0-tinZ,Allegra K Women's Open Toe High Heel Metallic Ankle Strap Sandals Pink (size 8),59.99,FALSE,Pink,Heel PU Outsole Rubber Vamp PU,,,Allegra K,,FALSE,
AVpf63rX1cnluZ0-tjGf,Womens Aerosoles Plush Ray Strappy Wedge Sandals - Tan,69,FALSE,Brown,Synthetic,,,Aerosoles,Aerosoles,TRUE,
AVpf63XWilAPnD_xkiKi,"Athena Peel 'n Stick Sandal Straps On-the-go, 8 Strips, Item# 701-419, White",7.98,FALSE,White,,New with box,,Athena,,FALSE,
AVpf66551cnluZ0-tj5J,'upena' Flat Sandal (women),89.95,FALSE,,,,,OluKai,,FALSE,
AVpf68MGilAPnD_xkjVO,Nike Women's Zoom Winflo Running Shoe,69.56,FALSE,,Mesh,,Running Shoes,Nike,Nike,FALSE,
AVpf69F61cnluZ0-tkbJ,Nike Women's Tri Fusion Running Shoes,85,FALSE,,,,,Nike,,FALSE,
AVpf69XRilAPnD_xkjnh,Brinley Co. Women's Studded Buckle Detail Boots,50,FALSE,Stone,Leather,,,Brinley Co.,,TRUE,
AVpf6A55LJeJML43Fyqz,Corral R1194 Women  Pointed Toe Leather Pink Western Boot,270,FALSE,Pink,Leather,,,Corral,Corral,FALSE,
AVpf6acKLJeJML43F5Ar,Toms Women's Avalon Slipon Woven Ankle-high Fabric Flat Shoe,57.76,FALSE,"Natural Multi,Grey,Natural Grey",,,,TOMS,Toms,FALSE,
AVpf6aCp1cnluZ0-tb91,Calfskin Sideling Sneaker,795,FALSE,Tan,,,,Ralph Lauren,,FALSE,
AVpf6ADmLJeJML43FycV,'pine' Pointy Toe Bootie (women),99,FALSE,,,,,Charles by Charles David,,FALSE,
AVpf6aUZLJeJML43F4-o,Modern Rush Jacklyn Rainboot Women  Round Toe Synthetic  Rain Boot,85,FALSE,,Synthetic,,,Modern Rush,Modern Rush,TRUE,
AVpf6b7oLJeJML43F5Wu,"Sweet-408, 5 1/2'' Silver Cone Sandal Shoe",47.95,FALSE,,,,,PleaserUSA,PleaserUSA,FALSE,
AVpf6bQy1cnluZ0-tcRw,Style & Co Bessye Women  Open Toe Synthetic  Wedge Heel,49,FALSE,Black,Synthetic,,,Style & Co.,Style & Co,FALSE,
AVpf6cnhLJeJML43F5iL,Nina Gloria Women  Open Toe Canvas Gold Sandals,89,FALSE,Gold,Canvas,,,Nina,Nina,TRUE,
AVpf6d6tilAPnD_xkcHu,"Sneed- Non Customizable Women's Dance Shoes Latin Satin/paillette Stiletto Heel Black/blue/brown/pink/red/silver/gold/leopard, Blue-us6.5-7 / Eu37 / Uk4.5-5 / Cn37 , Blue-us6.5-7 / Eu37 / Uk4.5-5 / Cn37",53,FALSE,,,,,,SNEED,FALSE,
AVpf6eATLJeJML43F55V,G.h. Bass & Co. Womens Blaine Faux Suede Pull On Ankle Boots,54.99,FALSE,"Whiskey,Griffin",Synthetic/Man Made,,,G.H. Bass & Co.,G.H. Bass & Co.,TRUE,
AVpf6eNUilAPnD_xkcMF,Eve Faux Suede Stiletto High Heel Baby Pink Court Shoes,69.98,FALSE,,Synthetic,,,,ShuWish UK,FALSE,
AVpf6g4l1cnluZ0-tdnV,Easy Spirit Kalinda   Open Toe Synthetic  Sandals,79,FALSE,Black,Synthetic,,,Easy Spirit,Easy Spirit,TRUE,
AVpf6gcp1cnluZ0-tdhC,R.b.l.s. Selina   Round Toe Suede  Boot,100,FALSE,,Suede,,fashion,r.b.l.s.,r.b.l.s.,TRUE,
AVpf6Gi1ilAPnD_xkWQw,Betani 8940 Womens Melanie-1 Black Mid-calf Motorcycle Boots Shoes 8 Bhfo,8.49,FALSE,Black,Man Made,,,Betani,,TRUE,
AVpf6gmp1cnluZ0-tdjX,Michael Kors Arley Black Leather Boot Shoe Ret 295,295,FALSE,,,,,Michael Kors,,FALSE,
AVpf6H8yLJeJML43F0b0,Pleaser Women's 'Indulge-542' Black/ White Spectator Pumps,55.95,FALSE,"Black,White,Black White",,,,Devious,,TRUE,
AVpf6IKAilAPnD_xkWrt,Me Too Womens Halle Leather Ballet Flat Shoe,79.99,FALSE,,Fabric,,,Me Too,Me Too,TRUE,
AVpf6JTqilAPnD_xkW-j,"Ellie Shoes E-thrill 5 Chunky Heel Thigh High Stretch Boots Black Pu 14""",53.95,FALSE,"Black,Pu,Red,White",,,Party,ELLIE SHOES,ELLIE SHOES,TRUE,
AVpf6LvoilAPnD_xkXkP,Ferrini 9439322100b Ladies Sparkle Red Boot44 S-toe44 Size 10b,172.82,FALSE,,,,,Ferrini,,FALSE,
AVpf6NmELJeJML43F1zv,Ryka Vida Rzx   Round Toe Synthetic  Cross Training,130,FALSE,"WhiteChrome SilverRyka Pin,Gray",Synthetic,,,Ryka,Ryka,FALSE,
AVpf6NxKLJeJML43F12Y,Women's Fabulicious Flair 474 Red/Black by Fabulicious,41.56,FALSE,Red,,,,Fabulicious,,TRUE,United States
AVpf6oaBLJeJML43F8ai,Women's Azura Addax Orange Multi Textile by Azura,89.95,FALSE,Beige Multi,,,,Azura,,FALSE,United States
AVpf6ohNilAPnD_xkeqM,Lauren Ralph Lauren Charla Women Us 8 Black Wedge Heel Mismatch 1695,69,FALSE,Black,Canvas,,,Lauren Ralph Lauren,,TRUE,
AVpf6oZ6LJeJML43F8ae,Match Lite Basic Sports Trainers,65,FALSE,,,,,Puma,,FALSE,
AVpf6PSxLJeJML43F2PP,Naya Womens Juno Knit Slip On Fashion Sneakers,38.65,FALSE,Latte Beige,Fabric/Leather,,,Naya,Naya,TRUE,
AVpf6QkkLJeJML43F2jk,Nine West Explorer Women  Pointed Toe Suede Green Bootie,119,FALSE,Green,Suede,,,Nine West,Nine West,FALSE,
AVpf6T6q1cnluZ0-taZg,Moda Essentials Short Button Women's Faux Sheepskin Winter Boots,55,FALSE,Leopard,,,,Moda Essentials,,TRUE,
AVpf6uDBilAPnD_xkgDw,Nike Women's Air Max+ Running Shoe,145,FALSE,,,,,Nike,,FALSE,
AVpf6V--1cnluZ0-ta6Y,Bloch Women's Dansoft Ballet Slipper,12.99,FALSE,"Pink,Black,White",Leather,,,Bloch,,FALSE,
AVpf6vUcLJeJML43F-Ke,"G By Guess Women's Dawna Platform Sandal, Tan, Size 8.5",32.59,FALSE,,,,Formal,G BY GUESS,G by Guess,TRUE,
AVpf6VWeilAPnD_xkZ9d,Betani FB67 Women's Casual Solid Ballet Flats,22.99,FALSE,"Black,Blue",,,,BETANI,,FALSE,
AVpf6wPa1cnluZ0-thZA,"Sneed- Women's Dance Shoes Latin Pu Low Heel (more Colors), Red-us6.5 / Eu38 / Uk5 Big Kids , Red-us6.5 / Eu38 / Uk5 Big Kids",62,FALSE,,,,,,SNEED,FALSE,
AVpf6y4jLJeJML43F-8O,Baretraps Tommy Women Us 8.5 Black Knee High Boot,120,FALSE,,Synthetic,,,BareTraps,,TRUE,
AVpf6zGH1cnluZ0-tiB2,Xoxo Soho Womens Size 7 Brown Faux Leather Booties Shoes New In Original Box,15,FALSE,Brown,Synthetic,New with box,,XOXO,,FALSE,
AVpf6ZgY1cnluZ0-tb0G,Fl New Women's Hot Fashion Knee High Riding Flat Heel Boots Shoes Faux Leather,79.99,FALSE,"Brown,Gray,Black",,,Casual,FL,,TRUE,
AVpf6zq1LJeJML43F_Ii,Yu&yu Women's Shoes Leather Flat Heel Pointed Toe Flats Casual Black/blue/white,73.27,FALSE,"White,Blue,Black",,,,,Qianyuyu,FALSE,
AVpf7_FjLJeJML43GQr6,In-Sattva Women's Indian Blue/Red Cotton Button Down Printed Tunic Shirt,35.99,TRUE,"Blue,Red",,,,In-Sattva,,FALSE,
AVpf70QBilAPnD_xkwd4,Ellie Women's Pointed Toe Ankle Strap Pumps by Ellie,43.99,FALSE,"Black,Red,White,Black Red White",,,,Ellie,,TRUE,China
AVpf70Zi1cnluZ0-txYt,'pinto' Woven Platform Oxford (women),550,FALSE,,,,,Robert Clergerie,,FALSE,
AVpf712gLJeJML43GOoX,White Mountain Ian Women Us 7 Pink Flats Pre Owned 1665,5.99,FALSE,Pink,Synthetic,,,White Mountain,,TRUE,
AVpf71dHLJeJML43GOjW,De Blossom Collection Pierre Women  Open Toe Synthetic  Platform Heel,45,FALSE,Gold,Synthetic,,,De Blossom Collection,De Blossom Collection,TRUE,
AVpf72fcilAPnD_xkw8T,Easy Spirit Cardea Women  Open Toe Suede Black Wedge Heel,110,FALSE,Black,Suede,,,Easy Spirit,Easy Spirit,FALSE,
AVpf73frilAPnD_xkxJ4,Nine West Womens Callout Leather Knee High Fashion Boot Shoe,169,FALSE,,Leather,,,Nine West,Nine West,TRUE,
AVpf73rmLJeJML43GPBa,Jambu Princeton Hyper Grip   Round Toe Canvas  Water Shoe,99,FALSE,GreySteel Blue RubberMesh,Canvas,,,Jambu,Jambu,FALSE,
AVpf73XZLJeJML43GO76,Dearfoams  Women's Microfiber Velour Espadrille Slippers,26,FALSE,"Black,Fresh Pink,Light Heather Grey",Microfiber,,Casual,Dearfoams,Dearfoams,FALSE,
AVpf75nY1cnluZ0-tyiT,Twisted X Western Boots Womens Cowboy Bomber Brown Wwt0025,174.99,FALSE,Bomber,,,,Twisted X,,FALSE,
AVpf75s9LJeJML43GPdc,Rebecca Minkoff Women's Lucie Coral Ankle-high Suede Sandal - 8.5m,134.02,FALSE,,,,Fashion,Rebecca Minkoff,Rebecca Minkoff,FALSE,
AVpf75XoilAPnD_xkxjz,Ann Marino Jolly Women  Pointed Toe Synthetic  Bootie,69,FALSE,,Synthetic,,fashion,Ann Marino,Ann Marino,TRUE,
AVpf77UI1cnluZ0-ty59,Yu&yu Women's Shoes Comfort Platform Heel Fashion Sneakers Shoes More Colors Available,106.54,FALSE,"White,Black,Silver",,,,,Qianyuyu,FALSE,
AVpf77USilAPnD_xkx_9,"New In Box Ladies Black sigourney"" Bare Trap Boots Size 6 M Retail $100""",17.99,FALSE,Black,,New with box,,Bare Traps,,TRUE,
AVpf77xY1cnluZ0-tzBG,Columbia Minx Mid Slip Women  Round Toe Synthetic  Winter Boot,120,FALSE,,Synthetic,,,Columbia,Columbia,FALSE,
AVpf7AXK1cnluZ0-tlLj,"Jeffrey Campbell Womens Cyrah Platform Pump Shoe, Black Crinkle Patent, Us 5",160,FALSE,,Leather,,,JEFFREY CAMPBELL,,TRUE,
AVpf7bYBLJeJML43GIdQ,'deryn' Chelsea Wedge Bootie (women),84.9,FALSE,,,,,BELLA VITA,,FALSE,
AVpf7C9KLJeJML43GCrt,Anne Klein Fayza Women Us 11 Black Heels Pre Owned 1947,17.99,FALSE,Black,Canvas,,,Anne Klein,,TRUE,
AVpf7Cah1cnluZ0-tlps,"Toms Womens Crochet Glitter Slip On Alpargata Flat Shoe, Gold Navy, Us 8",59,FALSE,,Fabric,,,TOMS,,TRUE,
AVpf7cbQLJeJML43GIuN,"Seduce-420, 5'' Classic Pump Shoes",37.8,FALSE,"White Pu,White Leather,Baby Pink Pat,Leopard Print Leather,White Pat,Black Pu,Hot Pink Pat,Black Pat,Gold Pu,Red Pat,Black Leather,Silver Pu",,,,PleaserUSA,PleaserUSA,FALSE,
AVpf7cIyLJeJML43GIpR,Yellow Box Irvette Women  Open-toe Synthetic  Slingback Sandal,49,FALSE,,Synthetic,,,Yellow Box,Yellow Box,TRUE,
AVpf7dBJLJeJML43GI35,Old Friend Slippers Womens Sheepskin Loafer Moccasin Dark Brown 481166,74.95,FALSE,,Sheepskin Fleece,,,Old Friend,Old Friend,FALSE,
AVpf7Fy5ilAPnD_xklf3,"Sneed- Customized Latin Women's Sandals Customized Heel Dance Shoes With Rhinestone Buckle More Colors, Silver-us5.5 / Eu36 / Uk3.5 / Cn35 , Silver-us5.5 / Eu36 / Uk3.5 / Cn35",101,FALSE,,,,,,SNEED,FALSE,
AVpf7gP1ilAPnD_xkr4F,Women's Chinese Laundry Brown Leather Cognac Ankle Boots Size 8.5,22,FALSE,Brown,Leather Cognac,,Club Wear,CHINESE LAUNDRY,,TRUE,
AVpf7gZBilAPnD_xkr6i,Birki's 'woodby' Womens Clog,90,FALSE,Wild Rose Nubuck,Nubuck,New,,Birki's,Birkenstock USA,TRUE,
AVpf7hdWilAPnD_xksKH,Girls White Patent Ballet Flat Shoes,25,FALSE,,Vinyl,,,ELLIE SHOES,ELLIE SHOES,FALSE,
AVpf7I0TLJeJML43GEE8,Celebrity Pink Danica Women  Round Toe Synthetic  Knee High Boot,16.99,FALSE,Beige,Synthetic,,,Celebrity Pink,Celebrity Pink,TRUE,
AVpf7i6Y1cnluZ0-ttW3,Tommy Hilfiger Carma Women  Open Toe Canvas Black Flip Flop Sandal,29,FALSE,,Canvas,,,Tommy Hilfiger,Tommy Hilfiger,TRUE,
AVpf7iYUilAPnD_xksV2,Yu&yu Women's Shoes Calf Hair Wedge Heel Round Toe Fashion Sneakers Outdoor Black,364.55,FALSE,Black,,,,,Qianyuyu,FALSE,
AVpf7J9YLJeJML43GEYN,Caparros Valuable Women  Pointed Toe Canvas  Slingback Heel,85,FALSE,,Canvas,,,Caparros,Caparros,FALSE,
AVpf7JQYilAPnD_xkmXm,Women's Fun Fringe Leather Short Ankle Bootie,84.94,FALSE,"Black,Amber",Leather,,,"CORKYS FOOTWEAR, INC.",,TRUE,
AVpf7KrOLJeJML43GEiH,Women's Avori Boots,105,FALSE,Grey,,,,MUK LUKS,Muk Luks,FALSE,
AVpf7ma_LJeJML43GLHx,Mark Lemp By Walking Cradles Zuzu Women N/s Open-toe Leather  Flats,80,FALSE,Multicolor,Leather,,,Mark Lemp By Walking Cradles,Mark Lemp By Walking Cradles,TRUE,
AVpf7nLZ1cnluZ0-tuXO,"Me Too Womens Barbara Platform Flat Shoe, Navy Patent, Us 8",89,FALSE,,Leather,,,Me Too,,TRUE,
AVpf7O1g1cnluZ0-tol2,"Me Too Womens Legend Leather Ballet Flat Shoe, Black Nappa, Us 7.5",79.99,FALSE,,,,,Me Too,,FALSE,
AVpf7ogeLJeJML43GLmy,Grazie Best Women  Open Toe Leather  Platform Sandal,65,FALSE,Multicolor,Leather,,,Grazie,Grazie,TRUE,
AVpf7phjilAPnD_xkt-7,Women's Aerosoles Bird Cage Peep Toe Bootie Black Combo by Aerosoles,69.99,FALSE,,,,,Aerosoles,,FALSE,United States
